hash#ScientistName#preparation#date#components
1863#Непогодина Людмила Петровна#Витамин С#0900-02-24#Chemical_80 Chemical_34 Chemical_87
1467#Бардаева Анна Михайловна#Пароксетин#1368-03-04#Chemical_20 Chemical_65 Chemical_42
1756#Копытенков Олег Денисович#Золекс#1373-11-03#Chemical_25 Chemical_35 Chemical_39
1447#Ушмодина Людмила Михайловна#Мидокалм#1376-02-03#Chemical_60 Chemical_57 Chemical_23
725#Рапиева Зинаида Никитична#Бетаин#1376-12-13#Chemical_48 Chemical_5 Chemical_53
551#Малшенков Дмитрий Кириллович#Женьшень#1378-06-10#Chemical_17 Chemical_6 Chemical_59
222#Девушкина Жанна Андреевна#Золедроновая кислота#1379-11-10#Chemical_23 Chemical_51 Chemical_9
696#Космынин Константин Павлович#Мидокалм#1380-09-07#Chemical_63 Chemical_19 Chemical_25
1596#Каплина Валентина Романовна#Алпразолам#1380-12-06#Chemical_73 Chemical_48 Chemical_15
229#Крахоткина Софья Олеговна#Амлодипин#1381-04-02#Chemical_14 Chemical_7 Chemical_65
730#Лунарева Ксения Алексеевна#Ранитидин#1382-08-04#Chemical_10 Chemical_97 Chemical_88
817#Кавардин Вячеслав Тимофеевич#Аллопуринол#1388-04-06#Chemical_7 Chemical_55 Chemical_33
2023#Курочкин Руслан Аркадиевич#Золедроновая кислота#1389-01-05#Chemical_44 Chemical_62 Chemical_73
2022#Тенлев Федор Игоревич#Омега-3 кислоты#1389-01-20#Chemical_60 Chemical_79 Chemical_80
970#Русалина Дарья Алексеевна#Ибупрофен#1390-11-03#Chemical_26 Chemical_30 Chemical_82
554#Полхова Лариса Богдановна#Диклофенак#1391-04-27#Chemical_99 Chemical_70 Chemical_85
1771#Бальнова Светлана Богдановна#Венолайфт#1392-08-15#Chemical_27 Chemical_76 Chemical_28
1105#Жерденков Илья Денисович#Колчицин#1401-09-15#Chemical_95 Chemical_49 Chemical_85
772#Агешкин Александр Романович#Бетаметазон#1403-04-27#Chemical_97 Chemical_18 Chemical_58
166#Бухтулова Виктория Алексеевна#Бромгексин#1408-11-08#Chemical_72 Chemical_8 Chemical_45
1816#Алятин Эдуард Романович#Кладрибин#1409-03-13#Chemical_51 Chemical_70 Chemical_29
7#Трошнин Павел Денисович#Парацетамол#1410-10-14#Chemical_75 Chemical_4 Chemical_52
26#Баршикова Оксана Валерьевна#Сетирозин#1412-05-23#Chemical_85 Chemical_2 Chemical_77
609#Мизельков Дмитрий Викторович#Виагра#1414-09-17#Chemical_29 Chemical_76 Chemical_67
423#Анисинкова Катерина Аркадьевна#Золаир#1414-12-11#Chemical_95 Chemical_7 Chemical_50
1046#Голощапов Станислав Яковлевич#Азитромицин#1419-08-05#Chemical_17 Chemical_73 Chemical_39
1097#Салянкин Владислав Фёдорович#Небиволол#1420-07-13#Chemical_51 Chemical_84 Chemical_32
103#Милетина Александра Аркадьевна#Амитриптилин#1422-01-28#Chemical_61 Chemical_42 Chemical_31
1947#Бетова Наталья Василевна#Дектанол#1422-04-20#Chemical_38 Chemical_61 Chemical_89
470#Кувецкая Валерия Леонидовна#Гидрохлоротиазид#1422-08-22#Chemical_17 Chemical_69 Chemical_59
593#Мираков Михаил Алексиевич#Росувастатин#1424-02-15#Chemical_45 Chemical_6 Chemical_78
2002#Комаровцев Михаил Максимович#Оксикодон#1424-12-02#Chemical_6 Chemical_45 Chemical_21
1954#Мятов Алексей Юриевич#Рамиприл#1425-08-18#Chemical_72 Chemical_56 Chemical_10
664#Одноценова Мария Василевна#Бактрим#1426-04-13#Chemical_14 Chemical_19 Chemical_45
26#Эссина Полина Ивановна#Мелатонин#1429-08-25#Chemical_20 Chemical_44 Chemical_84
395#Курьянская Любовь Федоровна#Железа препараты#1432-03-23#Chemical_31 Chemical_72 Chemical_15
1260#Шпанина Маргарита Максимовна#Пентоксифиллин#1432-09-20#Chemical_12 Chemical_22 Chemical_37
579#Балченкова Оксана Вадимовна#Ранитидин#1438-04-13#Chemical_9 Chemical_16 Chemical_4
776#Верескина Ольга Сергеевна#Рибавирин#1439-04-28#Chemical_2 Chemical_38 Chemical_70
1215#Каяцкая Ольга Борисовна#Индометацин#1440-10-12#Chemical_21 Chemical_60 Chemical_21
1532#Загладин Илья Тимофеевич#Уоллтапс#1441-04-08#Chemical_8 Chemical_75 Chemical_97
1805#Ханевичев Геннадий Викторович#Ингавирин#1445-06-15#Chemical_100 Chemical_88 Chemical_31
1723#Хайдина Маргарита Алексеевна#Бромгексин#1448-08-07#Chemical_71 Chemical_18 Chemical_99
1507#Косых Жанна Михайловна#Пентоксифиллин#1449-09-05#Chemical_87 Chemical_89 Chemical_72
1101#Крамина Клара Дмитриевна#Мелатонин#1449-09-06#Chemical_85 Chemical_77 Chemical_17
1169#Мразевский Артём Викторович#Диклофенак#1450-12-12#Chemical_98 Chemical_9 Chemical_50
756#Епанчина Клавдия Борисовна#Кладрибин#1451-07-16#Chemical_28 Chemical_71 Chemical_67
182#Данивецкая Виолетта Эдуардовна#Золедроновая кислота#1451-11-13#Chemical_37 Chemical_65 Chemical_92
227#Заботнов Анатолий Максимович#Тианептин#1454-04-22#Chemical_75 Chemical_98 Chemical_63
1305#Бешкуров Вячеслав Данилович#Амлодипин#1456-11-04#Chemical_60 Chemical_59 Chemical_39
545#Хапилов Герасим Денисович#Пропанолол#1458-04-23#Chemical_10 Chemical_64 Chemical_91
1577#Сгонников Михаил Кириллович#Ингавирин#1463-01-04#Chemical_67 Chemical_21 Chemical_35
1922#Мамаикина Лиза Леонидовна#Ретардин#1463-01-27#Chemical_31 Chemical_58 Chemical_82
468#Дрычкова Кира Эдуардовна#Гропирон#1463-09-20#Chemical_100 Chemical_6 Chemical_72
